date_time,origin,destination,distance_km,weather,is_weekend,is_rush_hour,traffic_volume,temperature_c,average_speed_kmh,travel_time_minutes,delay_minutes
2023-01-01 00:00:00,Harapan Raya,Sudirman,3.8,Cerah,1,0,174,34.1,50.0,4.56,0.0
2023-01-01 00:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,0,227,32.2,50.0,5.4,0.0
2023-01-01 00:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,1,0,162,29.2,48.41,6.45,0.21
2023-01-01 00:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,165,31.4,50.0,7.2,0.0
2023-01-01 00:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,174,32.6,50.0,8.4,0.0
2023-01-01 00:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,0,196,29.9,48.97,10.41,0.21
2023-01-01 01:00:00,Harapan Raya,Sudirman,3.8,Cerah,1,0,192,32.8,50.0,4.56,0.0
2023-01-01 01:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,1,0,164,28.3,47.75,5.65,0.25
2023-01-01 01:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,1,0,189,30.5,47.65,6.55,0.31
2023-01-01 01:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,217,32.3,50.0,7.2,0.0
2023-01-01 01:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,227,33.7,50.0,8.4,0.0
2023-01-01 01:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,0,154,29.1,47.76,10.68,0.48
2023-01-01 02:00:00,Harapan Raya,Sudirman,3.8,Cerah,1,0,221,32.0,50.0,4.56,0.0
2023-01-01 02:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,0,179,34.7,50.0,5.4,0.0
2023-01-01 02:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,1,0,250,29.5,47.01,6.64,0.4
